"","timestamp","num.likes","num.comments","num.shares","posted.by","message","embeded.link","embeded.link.text","sample.comments","rbloggers.link","title","first.published","author","blog.name","blog.link","tags"
"397","Tuesday, February 15, 2011 at 2:45am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/okcupid-finding-your-valentine-with-r/10150092431513583","Free dating site OkCupid (which was recently acquired by match.com) collects a lot of data...","",NA,NA,NA,NA,NA,NA,NA
"398","Tuesday, February 15, 2011 at 2:45am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/stack-exchange-quantitative-finance-in-public-beta/10150092431508583","The
 Quantitative Finance Stack Exchange community entered public beta last 
week.  To quote the FAQ: The Quantitative Finance Stack Exchange is
 intended specifically for professionals and traders working in 
investment banking, and academics involved in teaching and research....","",NA,NA,NA,NA,NA,NA,NA
"399","Monday, February 14, 2011 at 5:44am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/wheres-your-high-end-sportswear-made/10150091958413583","Sierra
 Trading Post mailed me their End-of-Winter 2011 catalog, which consists
 mostly of mid- to high-end sportswear products, but also things like 
snow skis, flashlights, and binoculars. STP sells closeouts, overstock, 
seconds, and items with cosmetic blemishes or irregularities...","",NA,NA,NA,NA,NA,NA,NA
"400","Monday, February 14, 2011 at 5:44am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/visualize-nhl-play-by-play-using-tableau-public-and-r/10150091958418583","Nothing
 like a little Sunday morning data hacking before a big game!  I have 
been wanting to play with the NHL  play-by-play event files for some 
time now...","",NA,NA,NA,NA,NA,NA,NA
"401","Monday, February 14, 2011 at 5:44am","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/sab-r-metrics-displaying-line-plots-and-time-series-data/10150091958423583","It's
 been a while since I've had the chance to add anything here, but last 
time I left everyone with some scatter plots and some customization 
tools for your graphics...","",NA,NA,NA,NA,NA,NA,NA
"402","Saturday, February 12, 2011 at 6:52pm","0","0","0","Sebnem Er","http://cran.r-project.org/web/packages/GA4Stratification/index.html","http://cran.r-project.org/web/packages/GA4Stratification/index.html","This
 is a Genetic Algorithm package for the determination of the stratum 
boundaries and sample sizes of each stratum in stratified sampling","",NA,NA,NA,NA,NA,NA,NA
"403","Saturday, February 12, 2011 at 11:37am","0","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/simulating-second-difference-using-zelig/10150091034443583","I am trying to simulate second difference using Zelig, here is my code:--------------------------------------------------------data(turnout)#
 estimationz.out <- zelig(vote ~ race*age + educate + 
income,               model = 
""logit"", data = turnout)summary(z.out)# first differencex.low <- 
setx(z....","Pablo Caceres What it is ""second difference""?Saturday, February 12, 2011 at 12:46pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"404","Saturday, February 12, 2011 at 11:37am","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/where-should-you-publish-that-next-paper/10150091034448583","Like
 many academics, Arthur Charpentier thinks a lot about publishing papers
 in journals. Specifically, we wondered if there was a way to figure out
 which journal was the best place to publish his next paper and have it 
accepted: I was wondering if there were clusters of journals, 
i.e....","",NA,NA,NA,NA,NA,NA,NA
"405","Saturday, February 12, 2011 at 11:37am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/user-meetup-at-google-san-francisco/10150091034453583","Earlier
 this week, Google hosted the Bay Area useR Group at our San Francisco 
office.  Over 40 attendees showed up to hear Dylan Beaudette from UC 
Davis give a presentation about investigating soil genesis and geography
 with R (PDF)...","",NA,NA,NA,NA,NA,NA,NA
"406","Friday, February 11, 2011 at 2:18pm","5 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-overtakes-sas-and-matlab-in-programming-language-popularity/10150090622848583","Tiobe Software ranks the popularity of programming languages based on references in search engines...","",NA,NA,NA,NA,NA,NA,NA
"407","Friday, February 11, 2011 at 2:18pm","0","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/stata-or-r/10150090622853583","Recently I came across a complex model written in Access with complex SQL queries all over the place...","Anish Sugathan someone on the SATA rolls !Saturday, February 12, 2011 at 7:59am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"408","Friday, February 11, 2011 at 2:18pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/le-monde-puzzle-5/10150090622843583","Another
 Sudoku-like puzzle from the weekend edition of Le Monde. The object it 
starts with is a 9×9 table where each entry is an integer and where 
neighbours take adjacent values....","",NA,NA,NA,NA,NA,NA,NA
"409","Thursday, February 10, 2011 at 5:05pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/merci-taxi/10150090223548583","I
 am in Montpellier today for a general meeting of our EMILE ANR grant 
bi-yearly meeting, discussing ABC model choice and new applications of 
simulation methods in population genetics, including an upgrade of 
DIYABC into the 2.0 version...","",NA,NA,NA,NA,NA,NA,NA
"410","Thursday, February 10, 2011 at 5:05pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/new-r-user-groups-in-europe/10150090223543583","It's
 great to see the growth in R user groups around the world, and now 
there are three new ones in western Europe:In Amsterdam, a new R user 
group has just formed, called amst-R-dam...","",NA,NA,NA,NA,NA,NA,NA
"411","Thursday, February 10, 2011 at 5:05pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/model-weights-for-model-choice/10150090223538583","An ‘Og reader. ...","",NA,NA,NA,NA,NA,NA,NA
"412","Wednesday, February 9, 2011 at 8:03pm","4 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/using-r-for-introductory-statistics-chapter-5-probability-distributions/10150089819013583","In
 Chapter 5 of Using R for Introductory Statistics we get a brief 
introduction to probability and, as part of that, a few common 
probability distributions...","Bob Stoner Very interesting post - good for schoolWednesday, February 9, 2011 at 10:40pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"413","Wednesday, February 9, 2011 at 8:03pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/opinions-not-backed-by-money-are-not-that-believableupdated-and-with-r/10150089819028583","As an update to http://timelyportfolio.blogspot.com/2010/12/opinions-not-backed-with-money-are-not.html,
 I have updated the revised data, added the past two months, and 
translated to R.If the world really is overly bullish on stocks as some 
suggest, I would think money would flow visibly in that...","",NA,NA,NA,NA,NA,NA,NA
"414","Wednesday, February 9, 2011 at 8:03pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/create-a-web-crawler-in-r/10150089819023583","Admittedly
 I am not the best R coder, and I certainly have a lot to learn, but the
 code at the link below should provide you with an example of how easy 
it is to create a very (repeat: very) basic web crawler in R...","",NA,NA,NA,NA,NA,NA,NA
"415","Tuesday, February 8, 2011 at 9:48pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-courses-from-statisticscom/10150089343083583","If
 you're looking for some in-depth training in R, here are some upcoming 
courses presented by R gurus and hosted by statistics.com to 
consider:Feb 11:  Modeling in R (Sudha Purohit -- more 
details after the jump)Mar 4:  Introduction to R - Data 
Handling (Paul Murrell)Apr 15:  Programming in R (H...","",NA,NA,NA,NA,NA,NA,NA
"416","Tuesday, February 8, 2011 at 9:48pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/example-824-mplusautomation-and-mplus/10150089343088583","In
 recent entries (here, here, and here), we've been fitting a series of 
latent class models using SAS and R.  One of the most commonly used and 
powerful software package for latent class model estimation is Mplus...","",NA,NA,NA,NA,NA,NA,NA
"417","Tuesday, February 8, 2011 at 9:48pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/replicating-the-body-fat-example-from-bayesian-model-averaging-a-tutorial-1999-w/10150089343093583","In their paper Bayesian Model Averaging: A Tutorial (Statistical Science 14(4), 1999, pp...","",NA,NA,NA,NA,NA,NA,NA
"418","Monday, February 7, 2011 at 3:36pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/latent-gaussian-models-im-z%C3%BCrich-day-2/501847238582","The second day at the Latent Gaussian Models workshop in Zürich was equally interesting....","",NA,NA,NA,NA,NA,NA,NA
"419","Monday, February 7, 2011 at 3:36pm","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/twitter-analysis-using-r/501847243582","One
 of the things that normally slow me down when I am learning a new tool 
outside working hours is the lack of an interesting project/task that 
forces me to investigate more about the sort of activities required to 
finish the project successfully...","",NA,NA,NA,NA,NA,NA,NA
"420","Monday, February 7, 2011 at 3:36pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/simple-examplehow-to-use-foreach-and-dosnow-packages-for-parallel-computation/501847228582","In
 R language, the members at Revolution R provide foreach and doSNOW
 packages for parallel computation. these packages allow us to compute 
things in parallel....","",NA,NA,NA,NA,NA,NA,NA
"421","Sunday, February 6, 2011 at 7:25am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/japan-intentional-or-accidental-pursuit-of-deflation/501166698582","Japan’s
 intentional or accidental pursuit of deflation has caused an imbalance 
far greater than Bernanke’s pursuit of inflation.  Japanese 
policymakers have allowed Yen appreciation versus all other 
currencies.  It appears that they recognize a couple of things:1) 
Higher interest rates and infla...","",NA,NA,NA,NA,NA,NA,NA
"422","Sunday, February 6, 2011 at 7:25am","3 people like this","View all 4 comments","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/the-r-files-dirk-eddelbuettel/501166693582","‎""The
 R-Files"" is an occasional series from Revolution Analytics, where we 
profile prominent members of the R Community.  Name: Dirk 
EddelbuettelBackground: Ph.D....","Pablo Caceres Please,
 let me put an aditional comment: Did this comment seems something 
offensive? Well, I pasted the same comment in the blog of Revolution 
Analytics and it was deleted. And do you know why? because is offensive,
 but for their enterprise purposes. Just an enterprise represses 
comments against its purposes. Do you believe someone is going to 
repress our comments inside the community's forums? No, never.Tuesday, February 8, 2011 at 9:40pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"423","Sunday, February 6, 2011 at 7:25am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/latent-gaussian-models-in-z%C3%BCrich-day-1/501166683582","An
 interesting first day (for me) at the Latent Gaussian Models workshop 
in Zürich. The workshop is obviously centred at the INLA approach, with 
Havard Rue giving a short course on Wednesday then a wide ranging tour 
of the applications and extensions of INLA this afternoon....","",NA,NA,NA,NA,NA,NA,NA
"424","Friday, February 4, 2011 at 10:31pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/post-hoc-pairwise-comparisons-of-two-way-anova/500506073582","I
 read this post today by John Quick.  I was a little taken back when he 
used a pairwise t-test for post hoc analysis.  In a contradiction the 
t-test did not show differences in the treatment means when the ANOVA 
model did...","",NA,NA,NA,NA,NA,NA,NA
"425","Friday, February 4, 2011 at 10:31pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/research-position-in-forecasting-renewable-energy/500506088582","I don’t normally post job ads except when they are within my own research group. ...","",NA,NA,NA,NA,NA,NA,NA
"426","Friday, February 4, 2011 at 10:31pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/assessing-climate-trends-eyeball-versus-regression/500506078582","In
 a previous post, I showed the Lower Stratospheric Temperature Anomaly 
(TLS) Trends (link).  A reader submitted the following comment: “The 
lower stratosphere temperature profile is essentially flat from ca. 1995
 to the present. ...","",NA,NA,NA,NA,NA,NA,NA
"427","Thursday, February 3, 2011 at 1:29pm","2 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-in-production-systems/499789918582","R is great for prototyping models.  Not so great if those models have to run a business...","Marco Paolo Valerio Vezzoli real life: I've been there.Thursday, February 3, 2011 at 9:26pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"428","Thursday, February 3, 2011 at 1:29pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/fixing-up-smoothscatter-heat-maps/499789923582","A
 while back, I posted an article using the smoothScatter function in R 
that builds a color representation of density for scatter plots.  When I
 first found the function, I was extremely excited because it's a very 
easy and automated way to make a heat map...","",NA,NA,NA,NA,NA,NA,NA
"429","Thursday, February 3, 2011 at 1:29pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-tutorial-series-statistical-analysis-with-r-book-reviews/499789933582","Reviews
 of my Statistical Analysis with R book have started to emerge online 
and I am writing today to share them with potential readers and 
recommenders.ReviewsThe following is a list of online reviews for 
Statistical Analysis with R...","",NA,NA,NA,NA,NA,NA,NA
"430","Wednesday, February 2, 2011 at 4:52am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/tricks-to-manage-memory-in-an-r-session/499153638582","Unless
 you're using an out-of-memory solution to manage large data objects 
(such as the RevoScaleR package in Revolution R Enterprise), then R 
always allocates memory for every object in your working session...","",NA,NA,NA,NA,NA,NA,NA
"431","Wednesday, February 2, 2011 at 4:52am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/sab-r-metrics-some-extra-visualization-customization/499153643582","Last
 post, I described a number of ways to show your data on a scatter plot.
  Ricky Zanker at THT has a similar post today for those looking to get 
some extra exposure and another take on R programming.  Today, I plan to
 extend on this with a little more customization...","",NA,NA,NA,NA,NA,NA,NA
"432","Wednesday, February 2, 2011 at 4:52am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/atmospheric-temperature-structure-2-stratospheric-cooling/499153633582","In this  post I review the temperature structure of the atmosphere and lower stratosphere temperature (TLS) anomaly trends...","",NA,NA,NA,NA,NA,NA,NA
"433","Tuesday, February 1, 2011 at 4:53pm","0","0","0","David Ostrowski","Does
 anyone have any introductory examples to hc.forecast in MSBAR module 
'hard condition multivariate time series)? my experiments don't appear 
to return the results expected.",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"434","Monday, January 31, 2011 at 8:03pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-tutorial-series-two-way-anova-with-pairwise-comparisons/498396393582","By
 extending our one-way ANOVA procedure, we can test the pairwise 
comparisons between the levels of several independent variables...","",NA,NA,NA,NA,NA,NA,NA
"435","Monday, January 31, 2011 at 8:03pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/a-gentle-introduction-to-r/498396408582","Whenever
 a post on this blog requires some data analysis and perhaps a chart or 
two, my tool of choice is the versatile statistical programming package 
R. Developed as an open-source implementation of an engine for the S 
programming language, R is therefore free...","",NA,NA,NA,NA,NA,NA,NA
"436","Monday, January 31, 2011 at 8:03pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/tick-data-retrieval/498396383582","I
 just published Java based code to pull tick data from Interactive 
Brokers. There are thousands tools to get tick data from IB, but I had 
one feature in mind.You can get maximum 50 quotes per second from 
Interactive Brokers (its IB limitation for TWS API) ...","",NA,NA,NA,NA,NA,NA,NA
"437","Sunday, January 30, 2011 at 11:35am","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/converting-strsplit-output-to-a-dataframe/497583368582","R
 has a nice set of utilities to work with strings. Function paste is 
surely one among these. It can be used to ""glue"" several strings with 
optional separator. The following example shows how paste can be used to
 create a new variable in a dataset:dat ","",NA,NA,NA,NA,NA,NA,NA
"438","Saturday, January 29, 2011 at 3:49am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/homicides-in-mexico-2006-2009/496979843582","
  Just today the Mexican government released to the public the mortality
 database for 2009, and as you can see from the chart Mexico has 
suffered from a steep rise in homicides from 2008 onward and very likely
 reached the highest violence rate in recent history last year...","",NA,NA,NA,NA,NA,NA,NA
"439","Saturday, January 29, 2011 at 3:49am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/abc-model-choice-not-to-be-trusted-2/496979848582","As
 we were completing our arXiv summary about ABC model choice, we were 
helpfully pointed to a recent CRiSM tech. report by X. Didelot, R. 
Everitt, A. Johansen and D. Lawson on  Likelihood-free estimation of 
model evidence...","",NA,NA,NA,NA,NA,NA,NA
"440","Saturday, January 29, 2011 at 3:49am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-programming-books-updated/496979838582","In
 a recent post, I asked for suggestions for introductory R computing 
books. In particular, I was looking for books that: Assume no prior 
knowledge of programming.Assume very little knowledge of statistics...","",NA,NA,NA,NA,NA,NA,NA
"441","Thursday, January 27, 2011 at 7:37pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/how-to-label-all-the-outliers-in-a-boxplot/496317338582","In
 this post I present a function that helps to label outlier observations
 When plotting a boxplot using R.An outlier is an observation that is 
numerically distant from the rest of the data...","",NA,NA,NA,NA,NA,NA,NA
"442","Thursday, January 27, 2011 at 7:37pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/building-a-better-word-cloud/496317333582","A
 few weeks ago I attended the NYC Data Visualization and Infographics 
meetup, which included a talk by Junk Charts blogger Kaiser Fung.  Given
 the topic of his blog, I was a bit shocked that the central theme of 
his talk was comparing good and bad word clouds...","",NA,NA,NA,NA,NA,NA,NA
"443","Thursday, January 27, 2011 at 7:37pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/slides-and-replay-for-portfolio-design-optimization-and-stability-analysis/496317328582","Thanks
 to everyone who attended yesterday's webinar, ""Portfolio design, 
optimization and stability analysis"", presented by Diethelm Würtz of the
 Rmetrics Association and sponsored by Revolution Analytics, Sybase, 
Finance Online and NeuralTechSoft. ...","",NA,NA,NA,NA,NA,NA,NA
"444","Wednesday, January 26, 2011 at 10:36am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rmetrics-at-zurichr/495609598582","This post was kindly contributed by Rmetrics blogs - go there to comment and to read the full post.","",NA,NA,NA,NA,NA,NA,NA
"445","Wednesday, January 26, 2011 at 10:36am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/sab-r-metrics-intermediate-scatter-plots/495609613582","First
 off, I'll say it's been a whirlwind of a past few days.  Thanks to 
David Smith at the Revolutions Blog for his kind words about the 
sab-R-metrics series and link back this way...","",NA,NA,NA,NA,NA,NA,NA
"446","Wednesday, January 26, 2011 at 10:36am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/a-new-sponsorship-program-for-local-r-user-groups/495609603582","Over
 the past year, Revolution Analytics has sponsored a number of local R 
user groups, and we've been thrilled to see the enthusiasm with which R 
users are coming together...","",NA,NA,NA,NA,NA,NA,NA
"447","Tuesday, January 25, 2011 at 1:28am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/trends-in-partisanship-by-state/494932858582","Matthew
 Yglesias discusses how West Virginia used to be a Democratic state but 
is now solidly Republican. I thought it would be helpful to expand this 
to look at trends since 1948 (rather than just 1988) and all 50 
states.....","",NA,NA,NA,NA,NA,NA,NA
"448","Tuesday, January 25, 2011 at 1:28am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/merge-me-baby-one-more-time/494932863582","OK
 – has this ever happened to you?  You are working with a team of 
collaborators all using a common dataset – maybe from an Agency, and 
LTER, or someone else’s data altogether.  Eac...","",NA,NA,NA,NA,NA,NA,NA
"449","Tuesday, January 25, 2011 at 1:28am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-tutorial-series-one-way-anova-with-pairwise-comparisons/494932868582","When
 we have more than two groups in a one-way ANOVA, we typically want to 
statistically assess the differences between each group...","",NA,NA,NA,NA,NA,NA,NA
"450","Sunday, January 23, 2011 at 5:59pm","0","0","0","Vincent Granville","","http://www.analyticbridge.com/group/rprojectandotherfreesoftwaretools/forum/topics/chapmanhall-announces-new","R Authors get more choice and variety now- http://www.mail-archive.com/r-help@r-project.org/msg122965.html We are pleased to announce the launch of a new serie…","",NA,NA,NA,NA,NA,NA,NA
"451","Sunday, January 23, 2011 at 3:56pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/volcanic-solar-dimming-enso-and-temperature-anomalies/494123828582","In previous posts I have shown plots of global temperature anomaly, volcano and Nino34 trends (here , here)...","",NA,NA,NA,NA,NA,NA,NA
"452","Sunday, January 23, 2011 at 3:56pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/disable-auto-update-from-r-windows/494123838582","There
 are two major threats to complex MCMC estimations:Wrong energy settings
 (hibernate after 2 hours of inactivity)Automatic Updates (install 
updates at 3 a.m.)I thought about the latter threat...","",NA,NA,NA,NA,NA,NA,NA
"453","Saturday, January 22, 2011 at 6:45am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/model-for-nothing-and-the-bootstrap-for-free/493477088582","Reconstructing phylogenies is an interesting task, sadly one that often requires to navigate between a multitude of software...","",NA,NA,NA,NA,NA,NA,NA
"454","Saturday, January 22, 2011 at 6:45am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/interesting-volatility-measurement-part-2/493477083582","A
 few weeks ago I have mentioned about an interesting volatility 
prediction. It is based on two periods of historical volatility 
(standard deviation). The remaining question was – does it really works?
 I could not give the answer, because I didn’t have VIX futures data at 
that time. La...","",NA,NA,NA,NA,NA,NA,NA
"455","Saturday, January 22, 2011 at 6:45am","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/learning-r-through-baseball-sab-r-metrics/493477068582","The
 words ""statistics"" and ""baseball"" are often found near each other, but 
there's a lot more to statistics than dividing the number of hits by the
 number of swings to get a batting average. And there's a lot more to 
sabermetrics -- the statistical analysis of baseball -- than averages, 
too...","",NA,NA,NA,NA,NA,NA,NA
"456","Thursday, January 20, 2011 at 7:46pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/call-for-proposals-for-writing-a-book-about-r-via-chapman-hallcrc/492790868582","Rob
 Calver wrote an interesting invitation on the R mailing list today, 
inviting potential authors to submit their vision of the next great book
 about R...","",NA,NA,NA,NA,NA,NA,NA
"457","Thursday, January 20, 2011 at 7:46pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/the-ultimate-exam-excuse/492790878582","A
 few days after my R exam (available in French here), I received this 
email from the department secretary:Pour information cet étudiant est 
venu me trouver jeudi soir, catastrophé car il venait de constater que 
son stylo “PILOT Frixion”, stylo semble-t-il recommandé par certains 
enseig...","",NA,NA,NA,NA,NA,NA,NA
"458","Thursday, January 20, 2011 at 7:46pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/submit-your-talks-for-the-r-user-conference/492790873582","useR!
 2011[*], the annual R user conference supported by the R Foundation for
 Statistical Computing, will be held this year in the United Kingdom at 
the University of Warwick (which is located, oddly enough, in 
Coventry)...","",NA,NA,NA,NA,NA,NA,NA
"459","Thursday, January 20, 2011 at 4:33am","0","0","0","Chengjun Wang","thank u all for your work",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"460","Wednesday, January 19, 2011 at 7:57am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/three-tips-for-posting-good-questions-to-r-help-and-stack-overflow/492059873582","As
 the number of R users and contributed packages increases, activity on 
the R-help mailing list and the R tag on Stack Overflow also continues 
to rise. Users with the knowledge to help those asking questions 
naturally have limited time to assist on these forums...","",NA,NA,NA,NA,NA,NA,NA
"461","Wednesday, January 19, 2011 at 7:57am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/workflow-and-the-emacs-starter-kit-for-the-social-sciences/492059888582","Because
 the next official release of Emacs will finally have a built-in package
 management system, I’ve been able to update the Emacs Starter Kit for 
the Social Sciences to make it easier to set up. AucTeX is now installed
 directly as a package, and so is ESS. ...","",NA,NA,NA,NA,NA,NA,NA
"462","Wednesday, January 19, 2011 at 7:57am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/example-821-latent-class-analysis/492059878582","Latent class analysis is a technique used to classify observations based on patterns of categorical responses...","",NA,NA,NA,NA,NA,NA,NA
"463","Monday, January 17, 2011 at 9:13pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/introducing-monte-carlo-methods-with-r-precision/491315508582","Doug
 Rivers, professor of Political Sciences in Stanford, kindly sent me 
this email yesterday night:The 2nd displayed equation in section 2.1.2 
on p. 44 is garbled (it might be interpreted as saying that U and X have
 the same distribution)...","",NA,NA,NA,NA,NA,NA,NA
"464","Monday, January 17, 2011 at 9:13pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/normal-market-accidents/491315518582","We
 think of accidents as abnormal events, but there is “normal accident” 
theory.  We don’t think of accidents happening in markets, but they do. 
 Tha...","",NA,NA,NA,NA,NA,NA,NA
"465","Monday, January 17, 2011 at 9:13pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/m%C3%A9thodes-de-monte-carlo-avec-r-out/491315523582","The
 translation of the book Introducing  Monte Carlo Methods with R is now 
published and out! I have received five copies in the mail yesterday, 
although it was not produced in time for my R class students to get it 
before the exam today...","",NA,NA,NA,NA,NA,NA,NA
"466","Monday, January 17, 2011 at 4:57am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/when-1-x-x/490995893582","Trying
 to dimly recall things from my maths degree, it seems that in most 
contexts the whole point of the number one is that it is a 
multiplicative identity.  That is, for any x in your set, 1 * x is equal
 to x...","",NA,NA,NA,NA,NA,NA,NA
"467","Sunday, January 16, 2011 at 2:08pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/missing-reference-in-monte-carlo-statistical-methods/490613288582","A
 few days ago, Peng Yu sent me this emailDear Prof. Robert,The citation 
Edwards and Sokal (1988) appears on page 326 of your book MCSM2. 
However, I don’t find in in the Reference section (it would have appear 
on page 601 if it is in the reference section).I don’t find this error 
in the errata. Co...","",NA,NA,NA,NA,NA,NA,NA
"468","Sunday, January 16, 2011 at 2:08pm","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/adding-lines-or-points-to-an-existing-barplot/490613293582","Sometimes you will need  to add some points to an existing barplot...","",NA,NA,NA,NA,NA,NA,NA
"469","Sunday, January 16, 2011 at 2:08pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/quickly-adapt-starting-values-in-mcmc-using-paste/490613303582","Waiting
 for convergence of MCMC models can take some time, therefore it may be a
 good idea to use better starting values. Using paste, one can quickly 
convert any (parameter) vector in the workspace into a R-style vector 
(with c())...","",NA,NA,NA,NA,NA,NA,NA
"470","Saturday, January 15, 2011 at 11:34pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/sab-r-metrics-beginning-with-boxplots-scatterplots-and-histograms/490358888582","Today I decided to begin more with visualizations and less with basic statistical analysis for sabermetrics using R...","",NA,NA,NA,NA,NA,NA,NA
"471","Saturday, January 15, 2011 at 11:34pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/parsing-and-plotting-time-series-data/490358883582","This
 morning I came across a post which discusses the differences between 
scala, ruby and python when trying to analyse time series data. 
Essentially, there is a text file consisting of times in the format 
HH:MM and we want to get an idea of its distribution...","",NA,NA,NA,NA,NA,NA,NA
"472","Saturday, January 15, 2011 at 8:45am","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/webinar-on-portfolio-design-optimization-and-stability-analysis-jan-26/490061943582","We're
 very excited to host a new webinar from some of the leading 
researchers in portfolio design: Diethelm Würtz and Mahendra Mehta for 
the Rmetrics Association. ...","",NA,NA,NA,NA,NA,NA,NA
"473","Saturday, January 15, 2011 at 8:45am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/remove-all-rows-of-an-r-dataframe/490061953582","I
 should have probably figured this out a long time ago, but as I get 
deeper into programming with R, I am finding the need to remove all rows
 from a dataframe.  I was making this alot harder than it had to be...","",NA,NA,NA,NA,NA,NA,NA
